ID	adj.P.Val	P.Value	Gene.symbol	Gene.title
18266	1.80e-52	1.31e-53	ATP5C1	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1
33713	1.80e-52	1.32e-53	ZBED3-AS1	ZBED3 antisense RNA 1
33264	1.86e-52	1.36e-53	LYPLAL1	lysophospholipase like 1
23090	1.89e-52	1.38e-53	RPP14	ribonuclease P/MRP subunit p14
34668	1.89e-52	1.38e-53	FAM21C	family with sequence similarity 21 member C
15236	1.90e-52	1.39e-53	ATM	ATM serine/threonine kinase
16049	1.90e-52	1.39e-53	DOCK7	dedicator of cytokinesis 7
41233	1.91e-52	1.40e-53	ILF2	interleukin enhancer binding factor 2
11954	1.91e-52	1.40e-53	TMEM198B	transmembrane protein 198B (pseudogene)
20907	1.94e-52	1.42e-53	RPL41	ribosomal protein L41
17101	1.94e-52	1.42e-53	DNAAF5	dynein axonemal assembly factor 5
18807	1.94e-52	1.42e-53		
1648	1.94e-52	1.42e-53	KCNK6	potassium two pore domain channel subfamily K member 6
27550	1.95e-52	1.43e-53	MCRIP2	MAPK regulated corepressor interacting protein 2
26312	1.95e-52	1.43e-53		
30786	1.95e-52	1.43e-53	LSM12	LSM12 homolog
12704	1.95e-52	1.44e-53	MAGOHB	mago homolog B, exon junction complex core component
21759	1.96e-52	1.44e-53	ZNF195	zinc finger protein 195
28930	1.96e-52	1.44e-53	IST1	IST1, ESCRT-III associated factor
27847	1.96e-52	1.44e-53	IMPDH1	inosine monophosphate dehydrogenase 1
41585	2.02e-52	1.49e-53	LSM14A	LSM14A, mRNA processing body assembly factor
27630	2.03e-52	1.49e-53	KCTD9	potassium channel tetramerization domain containing 9
26043	2.03e-52	1.50e-53	CDKN1A	cyclin dependent kinase inhibitor 1A
40075	2.03e-52	1.50e-53	UGP2	UDP-glucose pyrophosphorylase 2
15194	2.04e-52	1.51e-53	SMC6	structural maintenance of chromosomes 6
23788	2.05e-52	1.52e-53	ROCK1	Rho associated coiled-coil containing protein kinase 1
3972	2.05e-52	1.52e-53		
22	2.07e-52	1.53e-53	RPS13	ribosomal protein S13
29678	2.07e-52	1.53e-53	CCDC85C	coiled-coil domain containing 85C
15598	2.09e-52	1.55e-53	FAM104B	family with sequence similarity 104 member B
30064	2.10e-52	1.56e-53	FIP1L1	factor interacting with PAPOLA and CPSF1
16763	2.11e-52	1.56e-53	C9orf78	chromosome 9 open reading frame 78
6618	2.12e-52	1.57e-53	UTP11	UTP11, small subunit processome component homolog (S. cerevisiae)
41740	2.13e-52	1.58e-53	MRPS27	mitochondrial ribosomal protein S27
11036	2.13e-52	1.58e-53		
40395	2.13e-52	1.58e-53	CCT2	chaperonin containing TCP1 subunit 2
15951	2.15e-52	1.59e-53	RNF181	ring finger protein 181
10215	2.16e-52	1.61e-53	MYL6	myosin light chain 6
30118	2.19e-52	1.62e-53	C10orf76	chromosome 10 open reading frame 76
26943	2.19e-52	1.63e-53	FNTA	farnesyltransferase, CAAX box, alpha
8156	2.19e-52	1.63e-53	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6
27296	2.20e-52	1.64e-53		
5514	2.21e-52	1.64e-53	STX4	syntaxin 4
34727	2.25e-52	1.68e-53	RPL7	ribosomal protein L7
27955	2.26e-52	1.68e-53		
14975	2.27e-52	1.69e-53	ATIC	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase
42733	2.28e-52	1.70e-53		
39139	2.28e-52	1.70e-53	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
2414	2.29e-52	1.71e-53	CCDC6	coiled-coil domain containing 6
236	2.29e-52	1.71e-53	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5
36558	2.30e-52	1.72e-53	ZNF644	zinc finger protein 644
31497	2.32e-52	1.73e-53	JADE3	jade family PHD finger 3
26152	2.34e-52	1.75e-53	TTPAL	alpha tocopherol transfer protein like
25127	2.38e-52	1.78e-53	CDKN1A	cyclin dependent kinase inhibitor 1A
41024	2.39e-52	1.79e-53	RPS4X	ribosomal protein S4, X-linked
13181	2.42e-52	1.81e-53	ZNF395	zinc finger protein 395
29861	2.42e-52	1.82e-53		
20828	2.42e-52	1.82e-53	H2AFJ	H2A histone family member J
15011	2.42e-52	1.82e-53	MRPS18C	mitochondrial ribosomal protein S18C
25885	2.44e-52	1.83e-53	ALDH6A1	aldehyde dehydrogenase 6 family member A1
40582	2.45e-52	1.84e-53	CCT6A	chaperonin containing TCP1 subunit 6A
42112	2.45e-52	1.84e-53	AP3S1	adaptor related protein complex 3 sigma 1 subunit
18552	2.45e-52	1.84e-53	RRAGA	Ras related GTP binding A
43387	2.47e-52	1.86e-53	PKN2	protein kinase N2
27418	2.49e-52	1.87e-53	NCOR1	nuclear receptor corepressor 1
2075	2.49e-52	1.88e-53	GAPVD1	GTPase activating protein and VPS9 domains 1
30696	2.52e-52	1.90e-53	RPLP1	ribosomal protein lateral stalk subunit P1
33829	2.53e-52	1.90e-53	KRTCAP2	keratinocyte associated protein 2
9279	2.53e-52	1.91e-53	CSNK2A2	casein kinase 2 alpha 2
33329	2.53e-52	1.91e-53	FGFR3	fibroblast growth factor receptor 3
34350	2.53e-52	1.91e-53		
11338	2.53e-52	1.91e-53	CLCN3	chloride voltage-gated channel 3
42376	2.55e-52	1.93e-53	PTPN11	protein tyrosine phosphatase, non-receptor type 11
12677	2.59e-52	1.96e-53	STUB1	STIP1 homology and U-box containing protein 1
32085	2.60e-52	1.97e-53	MED13	mediator complex subunit 13
22121	2.61e-52	1.97e-53	PDZD11	PDZ domain containing 11
43102	2.63e-52	1.99e-53	RAD23B	RAD23 homolog B, nucleotide excision repair protein
41814	2.64e-52	2.00e-53	MRPL45	mitochondrial ribosomal protein L45
3322	2.65e-52	2.00e-53	CPSF3	cleavage and polyadenylation specific factor 3
12651	2.67e-52	2.02e-53	AP3S2	adaptor related protein complex 3 sigma 2 subunit
33849	2.68e-52	2.03e-53	B3GALNT2	beta-1,3-N-acetylgalactosaminyltransferase 2
42911	2.73e-52	2.07e-53	ATP1B1	ATPase Na+/K+ transporting subunit beta 1
23885	2.73e-52	2.07e-53	ZC3H14	zinc finger CCCH-type containing 14
7284	2.73e-52	2.08e-53	LINC00667	long intergenic non-protein coding RNA 667
11638	2.74e-52	2.08e-53	TAF2	TATA-box binding protein associated factor 2
25920	2.79e-52	2.12e-53	CHD9	chromodomain helicase DNA binding protein 9
32090	2.83e-52	2.15e-53		
8328	2.83e-52	2.15e-53	FOXN3	forkhead box N3
42779	2.83e-52	2.15e-53	EIF1AX	eukaryotic translation initiation factor 1A, X-linked
43590	2.89e-52	2.20e-53	FAM167B	family with sequence similarity 167 member B
31672	2.92e-52	2.23e-53	CALM3	calmodulin 3
15513	2.93e-52	2.23e-53	CDKN1A	cyclin dependent kinase inhibitor 1A
32338	2.93e-52	2.24e-53	SP3P	Sp3 transcription factor pseudogene
28051	2.95e-52	2.25e-53	ETFB	electron transfer flavoprotein beta subunit
30568	2.95e-52	2.25e-53	SLC35E2B	solute carrier family 35 member E2B
22367	2.99e-52	2.28e-53		
4801	3.00e-52	2.29e-53	SNRPF	small nuclear ribonucleoprotein polypeptide F
538	3.00e-52	2.30e-53	YY1AP1	YY1 associated protein 1
25028	3.01e-52	2.30e-53		
7083	3.05e-52	2.34e-53	GATAD2A	GATA zinc finger domain containing 2A
11617	3.05e-52	2.34e-53	PPIB	peptidylprolyl isomerase B
7851	3.07e-52	2.35e-53	FAM129A	family with sequence similarity 129 member A
24329	3.08e-52	2.36e-53	GTF2IRD1	GTF2I repeat domain containing 1
17641	3.11e-52	2.39e-53	CYP51A1-AS1	CYP51A1 antisense RNA 1
31115	3.12e-52	2.39e-53	TROVE2	TROVE domain family member 2
18233	3.12e-52	2.40e-53	TOE1	target of EGR1, member 1 (nuclear)
42111	3.16e-52	2.43e-53	PIP4K2B	phosphatidylinositol-5-phosphate 4-kinase type 2 beta
18001	3.18e-52	2.44e-53	GOLGA7	golgin A7
31105	3.19e-52	2.45e-53	BTBD6	BTB domain containing 6
28997	3.23e-52	2.48e-53		
41051	3.25e-52	2.50e-53	NUDT21	nudix hydrolase 21
26422	3.26e-52	2.51e-53	SF3B1	splicing factor 3b subunit 1
42045	3.26e-52	2.51e-53	LBR	lamin B receptor
44001	3.26e-52	2.51e-53	TBC1D15	TBC1 domain family member 15
11587	3.27e-52	2.52e-53	ZBTB43	zinc finger and BTB domain containing 43
12387	3.30e-52	2.54e-53		
34908	3.32e-52	2.56e-53	RHOA	ras homolog family member A
17590	3.32e-52	2.57e-53	RBM3	RNA binding motif (RNP1, RRM) protein 3
3078	3.33e-52	2.57e-53	C3orf22	chromosome 3 open reading frame 22
23807	3.35e-52	2.59e-53	KREMEN1	kringle containing transmembrane protein 1
15206	3.41e-52	2.63e-53	DUSP11	dual specificity phosphatase 11
24378	3.41e-52	2.64e-53		
32509	3.43e-52	2.65e-53	ARHGEF5	Rho guanine nucleotide exchange factor 5
42135	3.44e-52	2.66e-53	ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1
24726	3.44e-52	2.67e-53	TERF1	telomeric repeat binding factor 1
12128	3.47e-52	2.69e-53		
6765	3.49e-52	2.71e-53	FRMD6	FERM domain containing 6
31408	3.50e-52	2.71e-53	RTCA	RNA 3'-terminal phosphate cyclase
35134	3.50e-52	2.72e-53	WDR82	WD repeat domain 82
24131	3.53e-52	2.74e-53	FPGT	fucose-1-phosphate guanylyltransferase
35537	3.67e-52	2.85e-53	RPL10	ribosomal protein L10
11147	3.72e-52	2.89e-53	UEVLD	UEV and lactate/malate dehyrogenase domains
23928	3.73e-52	2.90e-53	CSDE1	cold shock domain containing E1
33718	3.73e-52	2.90e-53	TECPR2	tectonin beta-propeller repeat containing 2
40844	3.75e-52	2.92e-53	GMCL1	germ cell-less, spermatogenesis associated 1
5716	3.76e-52	2.93e-53	ERGIC1	endoplasmic reticulum-golgi intermediate compartment 1
17552	3.81e-52	2.97e-53	KCNK1	potassium two pore domain channel subfamily K member 1
32650	3.81e-52	2.97e-53	ERGIC3	ERGIC and golgi 3
42029	3.81e-52	2.97e-53		
11930	3.83e-52	2.99e-53	PDCL3	phosducin like 3
38164	3.83e-52	2.99e-53		
29856	3.89e-52	3.04e-53	PIGC	phosphatidylinositol glycan anchor biosynthesis class C
28210	3.91e-52	3.06e-53	S100A11	S100 calcium binding protein A11
18098	3.92e-52	3.06e-53	EIF5B	eukaryotic translation initiation factor 5B
10365	3.94e-52	3.08e-53	CCDC86	coiled-coil domain containing 86
19031	3.95e-52	3.09e-53	COASY	Coenzyme A synthase
15444	4.02e-52	3.14e-53	CUL4B	cullin 4B
11517	4.02e-52	3.15e-53	NUMB	NUMB, endocytic adaptor protein
13610	4.02e-52	3.15e-53	SERBP1	SERPINE1 mRNA binding protein 1
10079	4.06e-52	3.18e-53	PSMG2	proteasome assembly chaperone 2
20465	4.06e-52	3.18e-53		
40048	4.07e-52	3.20e-53	ZNF562	zinc finger protein 562
13843	4.07e-52	3.20e-53	HNRNPC	heterogeneous nuclear ribonucleoprotein C (C1/C2)
40205	4.08e-52	3.20e-53	MRPL35	mitochondrial ribosomal protein L35
16950	4.09e-52	3.21e-53	PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B
38987	4.09e-52	3.22e-53	PUM3	pumilio RNA binding family member 3
44381	4.10e-52	3.23e-53		
15911	4.12e-52	3.24e-53	NDUFB7	NADH:ubiquinone oxidoreductase subunit B7
36452	4.13e-52	3.25e-53	TOX4	TOX high mobility group box family member 4
12923	4.14e-52	3.26e-53	LMAN2L	lectin, mannose binding 2 like
37977	4.15e-52	3.27e-53	RAB7B	RAB7B, member RAS oncogene family
1096	4.18e-52	3.29e-53	TECR	trans-2,3-enoyl-CoA reductase
27843	4.19e-52	3.30e-53	NSUN4	NOP2/Sun RNA methyltransferase family member 4
37732	4.20e-52	3.31e-53		
10299	4.24e-52	3.34e-53		
31869	4.25e-52	3.36e-53		
8823	4.25e-52	3.36e-53	UQCC3	ubiquinol-cytochrome c reductase complex assembly factor 3
8506	4.28e-52	3.39e-53	SLC11A1	solute carrier family 11 member 1
10533	4.31e-52	3.41e-53	ATP6AP1	ATPase H+ transporting accessory protein 1
42384	4.31e-52	3.41e-53	MAPKAPK2	mitogen-activated protein kinase-activated protein kinase 2
19650	4.33e-52	3.43e-53		
41719	4.34e-52	3.44e-53	KTN1	kinectin 1
28380	4.37e-52	3.46e-53	C10orf54	chromosome 10 open reading frame 54
19870	4.38e-52	3.47e-53	WHSC1L1	Wolf-Hirschhorn syndrome candidate 1-like 1
43428	4.40e-52	3.49e-53	PDCD6	programmed cell death 6
6034	4.42e-52	3.51e-53	LASP1	LIM and SH3 protein 1
2779	4.42e-52	3.51e-53	XRN1	5'-3' exoribonuclease 1
4890	4.48e-52	3.55e-53	SNX5	sorting nexin 5
20894	4.50e-52	3.57e-53		
31341	4.51e-52	3.59e-53	NAMPT	nicotinamide phosphoribosyltransferase
28865	4.56e-52	3.63e-53	POU2F3	POU class 2 homeobox 3
38660	4.57e-52	3.63e-53	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
7897	4.57e-52	3.64e-53	RPL24	ribosomal protein L24
16891	4.61e-52	3.67e-53	MAPK1	mitogen-activated protein kinase 1
31867	4.62e-52	3.68e-53	NR2C1	nuclear receptor subfamily 2 group C member 1
1403	4.63e-52	3.69e-53	TPM3	tropomyosin 3
41711	4.66e-52	3.72e-53	TBP	TATA-box binding protein
38731	4.67e-52	3.73e-53	SEPT7P2	septin 7 pseudogene 2
10651	4.67e-52	3.73e-53		
25209	4.85e-52	3.87e-53	MBD6	methyl-CpG binding domain protein 6
33958	4.86e-52	3.88e-53	ARL1	ADP ribosylation factor like GTPase 1
36803	4.92e-52	3.93e-53	INPP5K	inositol polyphosphate-5-phosphatase K
15537	4.98e-52	3.98e-53	TXN	thioredoxin
28065	4.99e-52	3.99e-53	ZMAT2	zinc finger matrin-type 2
45201	5.00e-52	4.00e-53	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5
30859	5.10e-52	4.08e-53		
17701	5.12e-52	4.10e-53	L3MBTL2	L3MBTL2 polycomb repressive complex 1 subunit
39164	5.15e-52	4.13e-53		
15976	5.15e-52	4.13e-53		
7906	5.15e-52	4.13e-53	ACOX1	acyl-CoA oxidase 1
37895	5.18e-52	4.15e-53	CCT5	chaperonin containing TCP1 subunit 5
4191	5.19e-52	4.17e-53	RPS10P7	ribosomal protein S10 pseudogene 7
28080	5.19e-52	4.17e-53		
2398	5.27e-52	4.23e-53	RPS10	ribosomal protein S10
12650	5.29e-52	4.25e-53		
25990	5.34e-52	4.29e-53	TRIP6	thyroid hormone receptor interactor 6
8494	5.34e-52	4.29e-53	EIF3K	eukaryotic translation initiation factor 3 subunit K
17209	5.35e-52	4.31e-53	ZFC3H1	zinc finger C3H1-type containing
11462	5.36e-52	4.32e-53	DCTN4	dynactin subunit 4
31610	5.39e-52	4.34e-53	OGDH	oxoglutarate dehydrogenase
31549	5.45e-52	4.40e-53	ACTR10	actin-related protein 10 homolog
27745	5.47e-52	4.41e-53	IFT43	intraflagellar transport 43
19961	5.50e-52	4.44e-53	MTF2	metal response element binding transcription factor 2
17050	5.50e-52	4.44e-53	EIF5B	eukaryotic translation initiation factor 5B
8003	5.52e-52	4.46e-53	ZNF592	zinc finger protein 592
17700	5.61e-52	4.53e-53	HNRNPLL	heterogeneous nuclear ribonucleoprotein L like
11985	5.64e-52	4.56e-53	TEX2	testis expressed 2
18824	5.64e-52	4.56e-53	MED13L	mediator complex subunit 13 like
41592	5.68e-52	4.60e-53	PHB2	prohibitin 2
30370	5.76e-52	4.66e-53	EFS	embryonal Fyn-associated substrate
4720	5.76e-52	4.66e-53	RANBP1	RAN binding protein 1
10137	5.77e-52	4.67e-53	TRMT1L	tRNA methyltransferase 1 like
22828	5.84e-52	4.73e-53	ANK3	ankyrin 3, node of Ranvier (ankyrin G)
6665	5.84e-52	4.74e-53	RSRP1	arginine and serine rich protein 1
34830	5.94e-52	4.81e-53	PRRC2B	proline rich coiled-coil 2B
17034	5.95e-52	4.83e-53	LRRC42	leucine rich repeat containing 42
36066	5.96e-52	4.84e-53	UTP23	UTP23, small subunit processome component
40800	5.96e-52	4.84e-53	VPS51	VPS51, GARP complex subunit
34393	5.98e-52	4.86e-53	HDAC1	histone deacetylase 1
9902	6.01e-52	4.89e-53	ATP5G2	ATP synthase, H+ transporting, mitochondrial Fo complex subunit C2 (subunit 9)
32278	6.03e-52	4.90e-53	RPN2	ribophorin II
35739	6.04e-52	4.91e-53	PRKCD	protein kinase C delta
28379	6.09e-52	4.96e-53	ZKSCAN1	zinc finger with KRAB and SCAN domains 1
16713	6.09e-52	4.96e-53	CSTA	cystatin A
8391	6.18e-52	5.03e-53	POTEE	POTE ankyrin domain family member E
25118	6.18e-52	5.03e-53	NR2F2	nuclear receptor subfamily 2 group F member 2
21692	6.18e-52	5.04e-53	RPS3A	ribosomal protein S3A
16154	6.21e-52	5.07e-53	TSFM	Ts translation elongation factor, mitochondrial
17984	6.24e-52	5.09e-53	SNHG21	small nucleolar RNA host gene 21
28631	6.25e-52	5.10e-53		
37421	6.30e-52	5.15e-53	IKZF2	IKAROS family zinc finger 2
41430	6.32e-52	5.17e-53	ZNF200	zinc finger protein 200
30386	6.32e-52	5.17e-53	ARMC8	armadillo repeat containing 8
12466	6.35e-52	5.19e-53		
34640	6.43e-52	5.26e-53	SMAD4	SMAD family member 4
2203	6.43e-52	5.27e-53	PRKCI	protein kinase C iota
29757	6.46e-52	5.29e-53	CTNNB1	catenin beta 1
31667	6.46e-52	5.29e-53	MIEF1	mitochondrial elongation factor 1
43031	6.47e-52	5.30e-53	GSK3B	glycogen synthase kinase 3 beta
43232	6.49e-52	5.33e-53	GOLGA6L9	golgin A6 family-like 9
1652	6.50e-52	5.33e-53	SNAPC4	small nuclear RNA activating complex polypeptide 4
18809	6.53e-52	5.36e-53	HARS2	histidyl-tRNA synthetase 2, mitochondrial
34903	6.56e-52	5.38e-53	EPB41L4A-AS2	EPB41L4A antisense RNA 2 (head to head)
11353	6.56e-52	5.39e-53	TRIP12	thyroid hormone receptor interactor 12
40179	6.61e-52	5.44e-53	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial
13743	6.64e-52	5.46e-53	SLC13A2	solute carrier family 13 member 2
16810	6.72e-52	5.53e-53	NDUFA1	NADH:ubiquinone oxidoreductase subunit A1
43301	6.74e-52	5.55e-53	AHCYL1	adenosylhomocysteinase like 1
24197	6.74e-52	5.55e-53	MRPS11	mitochondrial ribosomal protein S11
13711	6.83e-52	5.63e-53		
24486	6.90e-52	5.69e-53		
32621	6.94e-52	5.72e-53	PRCP	prolylcarboxypeptidase
30773	6.95e-52	5.73e-53	RILP	Rab interacting lysosomal protein
8756	6.99e-52	5.77e-53	NFYC	nuclear transcription factor Y subunit gamma
24473	7.03e-52	5.80e-53	EMC4	ER membrane protein complex subunit 4
40013	7.03e-52	5.80e-53	LOC102724002	uncharacterized LOC102724002
30721	7.07e-52	5.84e-53		
18758	7.08e-52	5.85e-53	C6orf89	chromosome 6 open reading frame 89
2483	7.09e-52	5.86e-53	RPL21	ribosomal protein L21
38647	7.10e-52	5.87e-53	RRP1B	ribosomal RNA processing 1B
1548	7.13e-52	5.91e-53	FKBP14	FK506 binding protein 14
15302	7.25e-52	6.00e-53	HNRNPD	heterogeneous nuclear ribonucleoprotein D
28376	7.27e-52	6.02e-53	HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2
1064	7.29e-52	6.05e-53	DNAJB6	DnaJ heat shock protein family (Hsp40) member B6
9410	7.33e-52	6.08e-53	MBNL3	muscleblind like splicing regulator 3
19950	7.44e-52	6.17e-53	PRPF38A	pre-mRNA processing factor 38A
43491	7.46e-52	6.19e-53	SEPT2	septin 2
28801	7.47e-52	6.21e-53	LSM3	LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated
20630	7.50e-52	6.23e-53	FAU	FAU, ubiquitin like and ribosomal protein S30 fusion
38110	7.51e-52	6.24e-53		
44573	7.60e-52	6.31e-53	CBWD5	COBW domain containing 5
44219	7.69e-52	6.40e-53	CANX	calnexin
42487	7.70e-52	6.41e-53	DNAJB1	DnaJ heat shock protein family (Hsp40) member B1
25591	7.70e-52	6.41e-53	IK	IK cytokine, down-regulator of HLA II
18361	7.75e-52	6.45e-53	MTERF3	mitochondrial transcription termination factor 3
12088	7.79e-52	6.50e-53	CCL3L3	C-C motif chemokine ligand 3 like 3
32935	7.79e-52	6.50e-53	STOX2	storkhead box 2
22882	7.86e-52	6.55e-53	RBMX	RNA binding motif protein, X-linked
18757	7.90e-52	6.59e-53	CNOT3	CCR4-NOT transcription complex subunit 3
20577	7.91e-52	6.61e-53	C19orf60	chromosome 19 open reading frame 60
23745	7.91e-52	6.61e-53	SPPL3	signal peptide peptidase like 3
40618	7.91e-52	6.61e-53	CDKN1A	cyclin dependent kinase inhibitor 1A
8019	8.00e-52	6.69e-53	ABHD17C	abhydrolase domain containing 17C
14055	8.05e-52	6.73e-53	SLC12A8	solute carrier family 12 member 8
5826	8.05e-52	6.73e-53	SRPK3	SRSF protein kinase 3
38702	8.07e-52	6.75e-53	HOMER1	homer scaffolding protein 1
22686	8.10e-52	6.78e-53		
3982	8.11e-52	6.79e-53	UFC1	ubiquitin-fold modifier conjugating enzyme 1
9923	8.13e-52	6.81e-53	CEP63	centrosomal protein 63
42986	8.14e-52	6.82e-53	ZNF709	zinc finger protein 709
23247	8.14e-52	6.82e-53	NDUFB10	NADH:ubiquinone oxidoreductase subunit B10
33124	8.18e-52	6.87e-53	SORL1	sortilin related receptor 1
40037	8.20e-52	6.89e-53		
15695	8.22e-52	6.90e-53	LAMTOR5	late endosomal/lysosomal adaptor, MAPK and MTOR activator 5
33793	8.29e-52	6.96e-53		
41465	8.35e-52	7.02e-53	SLC44A2	solute carrier family 44 member 2
15678	8.35e-52	7.02e-53		
8936	8.39e-52	7.06e-53	SMC6	structural maintenance of chromosomes 6
33886	8.41e-52	7.07e-53	PEX13	peroxisomal biogenesis factor 13
28967	8.44e-52	7.10e-53	HMBOX1	homeobox containing 1
42645	8.45e-52	7.11e-53	URM1	ubiquitin related modifier 1
39894	8.52e-52	7.18e-53	HEATR3	HEAT repeat containing 3
29064	8.52e-52	7.18e-53	STRAP	serine/threonine kinase receptor associated protein
10285	8.55e-52	7.21e-53	CD44	CD44 molecule (Indian blood group)
40177	8.58e-52	7.24e-53	NDUFAF2	NADH:ubiquinone oxidoreductase complex assembly factor 2
36535	8.58e-52	7.24e-53	NOP56	NOP56 ribonucleoprotein
37429	8.66e-52	7.31e-53	COQ7	coenzyme Q7, hydroxylase
18722	8.70e-52	7.35e-53	FAM103A1	family with sequence similarity 103 member A1
16100	8.74e-52	7.39e-53	CASP4	caspase 4
41824	8.80e-52	7.44e-53	GLRX3	glutaredoxin 3
33008	8.82e-52	7.47e-53		
23485	8.82e-52	7.47e-53	ZNF326	zinc finger protein 326
15983	8.87e-52	7.51e-53		
24945	8.91e-52	7.55e-53	PLSCR3	phospholipid scramblase 3
887	8.97e-52	7.60e-53	TTLL3	tubulin tyrosine ligase like 3
34934	9.01e-52	7.64e-53		
11513	9.05e-52	7.68e-53	ZDHHC21	zinc finger DHHC-type containing 21
25739	9.07e-52	7.70e-53		
36479	9.10e-52	7.72e-53	NET1	neuroepithelial cell transforming 1
1042	9.13e-52	7.75e-53	KPNA6	karyopherin subunit alpha 6
25029	9.13e-52	7.76e-53	SMC6	structural maintenance of chromosomes 6
19548	9.15e-52	7.78e-53	ATRX	ATRX, chromatin remodeler
38937	9.17e-52	7.80e-53	CLTC	clathrin heavy chain
18131	9.22e-52	7.84e-53	USP48	ubiquitin specific peptidase 48
26209	9.31e-52	7.93e-53	MEF2A	myocyte enhancer factor 2A
11182	9.35e-52	7.96e-53	HMBOX1	homeobox containing 1
6763	9.35e-52	7.96e-53	ZNF600	zinc finger protein 600
42884	9.36e-52	7.97e-53	LINC00998	long intergenic non-protein coding RNA 998
14293	9.39e-52	8.00e-53	PLPP6	phospholipid phosphatase 6
32329	9.42e-52	8.04e-53	CTNNB1	catenin beta 1
27597	9.43e-52	8.05e-53	MSRB2	methionine sulfoxide reductase B2
32915	9.43e-52	8.05e-53	RPS21	ribosomal protein S21
35113	9.44e-52	8.06e-53	KHNYN	KH and NYN domain containing
17100	9.45e-52	8.07e-53	MIER2	MIER family member 2
19668	9.46e-52	8.09e-53	SYF2	SYF2 pre-mRNA splicing factor
24460	9.52e-52	8.14e-53	PTMA	prothymosin, alpha
35853	9.55e-52	8.17e-53	KIAA1143	KIAA1143
39770	9.61e-52	8.22e-53	TOMM22	translocase of outer mitochondrial membrane 22
6619	9.63e-52	8.24e-53	SUB1	SUB1 homolog, transcriptional regulator
21727	9.65e-52	8.26e-53	ATXN7L2	ataxin 7 like 2
41830	9.84e-52	8.43e-53		
15477	9.84e-52	8.44e-53	NUAK2	NUAK family kinase 2
38409	1.01e-51	8.65e-53	GPR17	G protein-coupled receptor 17
43886	1.01e-51	8.66e-53	EMC10	ER membrane protein complex subunit 10
1665	1.03e-51	8.85e-53	PPIA	peptidylprolyl isomerase A
44637	1.03e-51	8.87e-53	COPS8	COP9 signalosome subunit 8
1470	1.04e-51	8.89e-53	NVL	nuclear VCP-like
10965	1.04e-51	8.90e-53	SRGAP2	SLIT-ROBO Rho GTPase activating protein 2
31577	1.04e-51	8.91e-53		
3049	1.04e-51	8.95e-53	MRPL41	mitochondrial ribosomal protein L41
44191	1.04e-51	8.95e-53	DNTTIP2	deoxynucleotidyltransferase terminal interacting protein 2
17893	1.04e-51	8.95e-53		
10991	1.04e-51	8.97e-53	DR1	down-regulator of transcription 1
